art_deco;Art Deco;;;;;;;;;;;;x,,
art_deco_desc;Art Deco is an influential visual arts design style which first appeared in France during the 1920s, flourished internationally during the 30s and 40s, then waned in the post-World War II era. It is an eclectic style that combines traditional craft motifs with Machine Age imagery and materials. The style is often characterized by rich colors, bold geometric shapes and lavish ornamentation. Deco emerged from the Interwar period when rapid industrialization was transforming culture. One of its major attributes is an embrace of technology. This distinguishes Deco from the organic motifs favored by its predecessor Art Nouveau.;;;;;;;;;;;;x,,
epic_theatre;Epic Theatre;;;;;;;;;;;;x,,
epic_theatre_desc;Epic theatre (German: episches Theater) was a theatrical movement arising in the early to mid-20th century from the theories and practice of a number of theatre practitioners, including Erwin Piscator, Vladimir Mayakovsky, Vsevolod Meyerhold and, most famously, Bertolt Brecht. The term epic theater comes from Erwin Piscator who coined it during his first year as Director of Berlin's VolksbÃ¼hne (1924-1927). Although many of the concepts and practices involved in Brechtian epic theatre had been around for years, even centuries, Brecht unified them, developed the style, and popularized it. Epic theatre incorporates a mode of acting that utilises what he calls gestus. The epic form describes both a type of written drama and a methodological approach to the production of plays.;;;;;;;;;;;;x,,
mechanized_wells;Mechanized Oil Wells;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
mechanized_wells_desc;The ability to pump oil from the ground through automated machinery has greatly increased the capacity of the individual well. Already production has begun to skyrocket.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
just_in_time_production;Just-In-Time Production;;;;;;;;;;;;x,,
just_in_time_production_desc;Just-in-time production is a methodology aimed primarily at reducing flow times within production as well as response times from suppliers and to customers.;;;;;;;;;;;;x,,
quality_management;Quality Management;;;;;;;;;;;;x,,
quality_management_desc;Quality management ensures that an organization, product or service is consistent. It has four main components: quality planning, quality control, quality assurance and quality improvement. Quality management is focused not only on product and service quality, but also on the means to achieve it.;;;;;;;;;;;;x,,
customer_service;Customer Service;;;;;;;;;;;;x,,
customer_service_desc;Customer service is the provision of service to customers before, during and after a purchase. Accordingly, it may vary by product, service, industry and individual customer. From the point of view of an overall sales process engineering effort, customer service plays an important role in an organization's ability to generate income and revenue.;;;;;;;;;;;;x,,
The_New_Deal;The 'New Deal';;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
The_New_Deal_desc;The New Deal is a system of economic programs designed to combat economic depression and focused on the 3 R's: relief, recovery, and reform. That is, relief for the unemployed and poor, recovery of the economy to normal levels, and reform of the financial system to prevent a repeat depression.;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;
multinational_corporations;Multinational Corporations;;;;;;;;;;;;x,,
multinational_corporations_desc;A multinational corporation (MNC) has facilities and other assets in at least one country other than its home country. A multinational company generally has offices and/or factories in different countries and a centralized head office where they coordinate global management. These companies, also known as international, stateless, or transnational corporate organizations tend to have budgets that exceed those of many small countries.;;;;;;;;;;;;x,,
friedrich_hayek;Friedrich Hayek;;;;;;;;;;;;x,,
friedrich_hayek_desc;Friedrich August von Hayek was an Austrian Economist best known for his defence of classic liberalism. Since his youth, Hayek frequently socialized with Jewish intellectuals and he mentions that people often speculated whether he was also of Jewish ancestry.;;;;;;;;;;;;;x,,
neoliberalguy;Milton Friedman;;;;;;;;;;;;x,,
neoliberalguy_desc;Milton Friedman was a Jewish-American Economist, best known for being one of the leaders of the Chicago School of Economics.;;;;;;;;;;;;;x,,
hedgefonds;Hedge Funds;;;;;;;;;;;;x,,
hedgefonds_desc;A hedge fund is an investment vehicle and a business structure that pools capital from a number of investors and invests in securities and other instruments. It is administered by a professional management firm, and often structured as a limited partnership, limited liability company, or similar vehicle. Hedge funds are generally distinct from mutual funds as their use of leverage is not capped by regulators and distinct from private equity funds as the majority of hedge funds invest in relatively liquid assets.;;;;;;;;;;;;x,,
guerrilla_warfare_doctrine;Guerrilla Warfare Doctrine;;;;;;;;;;;;x,,
guerrilla_warfare_doctrine_desc;Guerrilla warfare is a form of irregular warfare in which a small group of combatants such as armed civilians or irregulars use military tactics including ambushes, sabotage, raids, petty warfare, hit-and-run tactics, and mobility to fight a larger and less-mobile traditional military. The term is usually translated as ''little war'', and the word ''guerrilla'' has been used to refer to the concept since the 18th century, and perhaps earlier.;;;;;;;;;;;;x,,
radio_coordination;Radio Coordination;;;;;;;;;;;;x,,
radio_coordination_desc;Military radio equipment was still in its infancy during the first World War. For instance, an aircraft with an equipped radio had a range of only 2,000 yards, and field radios were extremely cumbersome and fragile. However, they still revolutionized warfare in ways armaments could not.;;;;;;;;;;;;;x,,
medium_tank;Medium Tank;;;;;;;;;;;;x,,
medium_tank_desc;The medium tank represented a compromise in features between the reconnaissance and mobility oriented light tanks and the armor and armament oriented heavy tanks. The most widely produced, cost effective and successful tanks of World War II were all medium tank designs, and the success of the concept would later lead to the development of the main battle tank, which sought to incorporate the best aspects of all three tank types.;;;;;;;;;;;;x,,
heavy_tank;Heavy Tank;;;;;;;;;;;;x,,
heavy_tank_desc;A heavy tank was a subset of tank that provided equal or greater firepower as well as armor than tanks of lighter classes, at the cost of mobility and maneuverability and, particularly, expense. The heavy tank concept originated in World War I and coexisted with light and medium tanks until the end of the Cold War with the introduction of the main battle tank.;;;;;;;;;;;;x,,
school_of_firepower;School of Firepower;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
school_of_firepower_desc;The awe-inspiring destructive capability of modern weaponry gave new credence to the School of Firepower.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
aerial_support;Aerial Support;;;;;;;;;;;;x,,
aerial_support_desc;The use of aircraft in the close air support of ground forces dates back to World War I, the first significant use of aerial units in warfare. Air warfare, and indeed aviation itself, was still in its infancy - and the direct effect of rifle calibre machine guns and light bombs of World War I aircraft was very limited compared with the power of (for instance) a World War II fighter bomber, but close support aircraft still had a powerful psychological impact.;;;;;;;;;;;;x,,
self_propelled_artillery;Self-Propelled Artillery;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
self_propelled_artillery_desc;The weakness of artillery has always been its lack of mobility, and considering that mobility is quickly becoming the hallmark of a modern army, it is becoming increasingly clear that new methods must be developed to move artillery from one front to the next.;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;
school_of_maneuver;School of Maneuver;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
school_of_maneuver_desc;The advent of Tank warfare led to a new school of thought-that impressive speed and superior positioning would win the day in military clashes;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
motorised_infantry_doctrine;Motorized Infantry Doctrine;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
motorised_infantry_doctrine_desc;Motorising infantry is the first stage towards the mechanisation of an army. Civilian trucks are readily adaptable to military uses of transporting soldiers, towing guns, and carrying equipment and supplies. This greatly increases the strategic mobility of infantry units, which would otherwise rely on marches or railroads. It is the next step in the evolution of a truly modern armed forces.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;
great_war_infantry;Great War Infantry;;;;;;;;;;;;x,,
great_war_infantry_desc;The infantrymen of World War I faced every conceivable terror the world's scientists and engineers could throw at them, typically resisting them while armed with little more than a bolt-action rifle, these troops braved the horrors of trench warfare to defend their homes and families.;;;;;;;;;;;;;x,,
great_war_cavalry;Great War Cavalry;;;;;;;;;;;;x,,
great_war_cavalry_desc;The role of Cavalry by the dawn of World War I had already shifted considerably, emphasising almost completely on dismounted firepower and covering fire from the flanks while using machine guns and attached artillery..;;;;;;;;;;;;;x,,
convoy_sailing;Convoy Sailing;;;;;;;;;;;;x,,
convoy_sailing_desc;Traditionally in wartime, merchant shipping had continued to sail individually and without escort, in the belief that the most effective way of defending merchant shipping was through the use of squadrons hunting down enemy raiders. However, with the rise of the submarine, it became increasingly clear that having merchant ships sail together would make them much easier to defend with escorts.;;;;;;;;;;;;x,,
fleet_auxiliary_ss_doctrine;Fleet Auxiliary SS Doctrine;;;;;;;;;;;;x,,
fleet_auxiliary_ss_doctrine_desc;Early submarine use centred around supporting combat operations by surface ships, as opposed to sortieing on their own to attack enemy shipping.;;;;;;;;;;;;x,,
nongqawuse_modifier;Cattle-killing;;;;;;;;;;;;;;;;;;;x,,,,,
nongqawuse_modifier_desc;Maybe listening to the girl was not the best idea after all...;;;;;;;;;;;;;;;;;;;x,,,,,
nongqawuse_flag;Cattle-killing;;;;;;;;;;;;;;;;;;;x,,,,,
synthetic_opioids;Synthetic Opioids;;;;;;;;;;;;x,,
synthetic_opioids_desc;Several semi-synthetic opioids were developed in the early 20th century, such as oxymorphone in 1914, oxycodone at the University of Frankfurt in 1916, hydrocodone in 1920 and hydromorphone in 1924. This lead to an increasing demand of the populace for outlawing the non-clinical use of such products;;;;;;;;;;;x,,
modern_fire_control;Modern Fire Control;;;;;;;;;;;;x,,
modern_fire_control_desc;Visual range measurement (of both target and shell splashes) was difficult prior to availability of Radar. The British favoured coincident rangefinders while the Germans favored the stereoscopic type.;;;;;;;;;;;x,,
16_inch_armament_desc;These guns broke with the example offered by the earlier 15-inch Mk I gun, which fired a heavy shell at a rather low muzzle velocity, and instead fired a rather light shell at a high muzzle velocity;;;;;;;;;;;;x,,
16_inch_armament;16 Inch Main Armament;;;;;;;;;;;;x,,
dual_purpose_guns_desc;Dual-purpose guns are designed as a compromise between the heavy main armament of a surface combatant and dedicated anti-aircraft guns. Usually of a mid-range caliber, the gun is heavy enough to prove useful against surface targets including ships, surfaced submarines, and land targets. However, it is compact enough to fit into a mounting capable of good traverse and high elevation, as well as being capable of a high rate of fire, allowing it to successfully engage air targets at all angles.;;;;;;;;;;;;x,,
dual_purpose_guns;Dual Purpose Guns;;;;;;;;;;;;x,,
the_television;The Television;;;;;;;;;;;;x,,
the_television_desc;The history of the television is a long one, spanning many great minds from 1890 to 1920. It is hard to credit it's creation to one individual, since many commercialy viable ones working with different principles appeared at roughly the same time.;;;;;;;;;;;;x,,
tv_network;Television Networks;;;;;;;;;;;;x,,
tv_network_desc;The first few television networks were mainly experimental ones in the 1910's and 1920's, leading to commercial ones to start appearing in limited form during the 1930's. Their popularity rapidly spiralled from there.;;;;;;;;;;;;x,,
floating_exchange_rates_desc;A floating exchange rate is a regime where the currency price of a nation is set by the forex market based on supply and demand relative to other currencies. This is in contrast to a fixed exchange rate, in which the government entirely or predominantly determines the rate.;;;;;;;;;;;;x,,
floating_exchange_rates;Floating Exchange Rates;;;;;;;;;;;;x,,
autobahn_desc;There is a new project in our nation, one that aims to link the country via car-only roads. Automobile enthusiasts and industrialists are lobbying for the idea. Although it won't serve much military use, it should greatly improve the quality of life of our civilian population.;;;;;;;;;;;;x,,
autobahn;Autobahn;;;;;;;;;;;;x,,
disable_craftsmen;Disable Non-accepted Craftsmen;;;;;;;;;;;;x,,
womens_suffrage_movement_desc;Women have started to demand the right to vote. Thankfully both our people and politicians know better than to let such an absurd idea become reality.;;;;;;;;;;;;x,,
ai_raj;AI Raj;;;;;;;;;;;;x,,
berlin_conference;Berlin Conference;;;;;;;;;;;;x,,
balkan_popbuff;Balkan Population Boom;;;;;;;;;;;;x,,
balkan_popbuff_desc;Our population is booming after we freed up living space by removing the Turks;;;;;;;;;;;;x,,
anti__rationalism;Anti-Rationalism;;;;;;;;;;;;x,,
civilization_push;Civilizing Push;;;;;;;;;;;;x,,
civilization_push_desc;We must strive to westernize, or fall to colonialism.;;;;;;;;;;;;x,,
defence_2.2-0;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-1;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-2;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-3;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-4;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-5;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-6;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-7;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-8;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-9;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-10;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-11;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-12;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-13;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-14;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-15;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-16;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-17;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-18;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-19;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-20;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-21;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-22;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-23;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-24;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-25;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-26;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-27;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-28;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-29;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-30;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-31;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-32;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-33;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-34;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-35;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-36;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-37;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-38;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-39;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-40;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-41;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-42;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-43;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-44;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-45;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-46;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-47;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-48;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-49;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-50;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-51;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-52;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-53;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-54;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-55;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-56;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-57;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-58;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-59;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-60;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-61;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-62;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-63;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-64;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-65;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-66;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-67;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-68;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-69;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-70;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-71;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-72;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-73;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-74;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-75;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-76;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-77;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-78;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-79;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-80;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-81;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-82;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-83;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-84;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-85;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-86;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-87;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-88;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-89;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-90;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-91;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-92;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-93;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-94;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-95;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-96;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-97;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-98;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-99;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-100;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-101;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-102;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-103;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-104;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-105;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-106;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-107;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-108;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-109;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-110;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-111;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-112;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-113;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-114;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-115;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-116;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-117;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-118;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-119;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-120;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-121;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-122;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-123;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-124;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-125;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-126;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-127;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-128;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-129;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-130;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-131;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-132;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-133;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-134;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-135;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-136;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-137;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-138;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-139;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-140;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-141;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-142;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-143;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
defence_2.2-144;§Y+2 Attack +2 Defence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
